year,month,state,city,code,arrivals,nights,,
2015,5,NRW,Köln,5315,301056,539154,,
2015,6,NRW,Köln,5315,308171,507556,,
2015,7,NRW,Köln,5315,271253,489165,,
2015,8,NRW,Köln,5315,312113,581628,,
2015,9,NRW,Köln,5315,297226,503589,,
2015,10,NRW,Köln,5315,314324,555675,,
2015,11,NRW,Köln,5315,306220,500417,,
2015,12,NRW,Köln,5315,294401,482467,,
2014,1,NRW,Köln,5315,207928,366202,,
2014,2,NRW,Köln,5315,246014,392995,,
2014,3,NRW,Köln,5315,268335,467914,,
2014,4,NRW,Köln,5315,251994,440644,,
2014,5,NRW,Köln,5315,314098,538819,,
2014,6,NRW,Köln,5315,270806,453610,,
2014,7,NRW,Köln,5315,279622,480182,,
2014,8,NRW,Köln,5315,300651,552518,,
2014,9,NRW,Köln,5315,297544,527551,,
2014,10,NRW,Köln,5315,296694,523539,,
2014,11,NRW,Köln,5315,297285,496076,,
2014,12,NRW,Köln,5315,299575,496926,,
2013,1,NRW,Köln,5315,220519,394857,,
2013,2,NRW,Köln,5315,218192,362922,,
2013,3,NRW,Köln,5315,231655,412181,,
2013,4,NRW,Köln,5315,235548,390787,,
2013,5,NRW,Köln,5315,246251,420033,,
2013,6,NRW,Köln,5315,261881,426314,,
2013,7,NRW,Köln,5315,251007,436553,,
2013,8,NRW,Köln,5315,244450,443753,,
2013,9,NRW,Köln,5315,267735,460075,,
2013,10,NRW,Köln,5315,266262,481506,,
2013,11,NRW,Köln,5315,269508,440473,,
2013,12,NRW,Köln,5315,250751,407738,,
2012,1,NRW,Köln,5315,200030,369428,,
2012,2,NRW,Köln,5315,226736,375957,,
2012,3,NRW,Köln,5315,241253,435186,,
2012,4,NRW,Köln,5315,220080,382691,,
2012,5,NRW,Köln,5315,249590,456860,,
2012,6,NRW,Köln,5315,247852,423424,,
2012,7,NRW,Köln,5315,242398,424278,,
2012,8,NRW,Köln,5315,246241,444500,,
2012,9,NRW,Köln,5315,272061,481866,,
2012,10,NRW,Köln,5315,258490,445426,,
2012,11,NRW,Köln,5315,259707,429882,,
2012,12,NRW,Köln,5315,249619,413129,,
2011,1,NRW,Köln,5315,194941,355005,,
2011,2,NRW,Köln,5315,197978,321415,,
2011,3,NRW,Köln,5315,247302,441704,,
2011,4,NRW,Köln,5315,205842,353482,,
2011,5,NRW,Köln,5315,271272,478872,,
2011,6,NRW,Köln,5315,236856,398188,,
2011,7,NRW,Köln,5315,250112,444397,,
2011,8,NRW,Köln,5315,221971,400764,,
2011,9,NRW,Köln,5315,258524,454019,,
2011,10,NRW,Köln,5315,258830,478030,,
2011,11,NRW,Köln,5315,257514,432118,,
2011,12,NRW,Köln,5315,245749,412062,,
2010,1,NRW,Köln,5315,172027,303024,,
2010,2,NRW,Köln,5315,203143,349135,,
2010,3,NRW,Köln,5315,192970,337745,,
2010,4,NRW,Köln,5315,182423,308353,,
2010,5,NRW,Köln,5315,216190,396883,,
2010,6,NRW,Köln,5315,190773,324513,,
2010,7,NRW,Köln,5315,201441,366893,,
2010,8,NRW,Köln,5315,217264,417272,,
2010,9,NRW,Köln,5315,263506,473113,,
2010,10,NRW,Köln,5315,260023,470045,,
2010,11,NRW,Köln,5315,264222,442972,,
2010,12,NRW,Köln,5315,231378,384501,,
2009,1,NRW,Köln,5315,167117,300660,,
2009,2,NRW,Köln,5315,189396,327807,,
2009,3,NRW,Köln,5315,188268,352977,,
2009,4,NRW,Köln,5315,168195,295100,,
2009,5,NRW,Köln,5315,212718,384453,,
2009,6,NRW,Köln,5315,181292,302327,,
2009,7,NRW,Köln,5315,182640,323820,,
2009,8,NRW,Köln,5315,194065,347860,,
2009,9,NRW,Köln,5315,220840,389065,,
2009,10,NRW,Köln,5315,218394,407053,,
2009,11,NRW,Köln,5315,212868,361387,,
2009,12,NRW,Köln,5315,207711,340735,,
2008,1,NRW,Köln,5315,192318,358269,,
2008,2,NRW,Köln,5315,187451,330308,,
2008,3,NRW,Köln,5315,186026,339531,,
2008,4,NRW,Köln,5315,199063,359813,,
2008,5,NRW,Köln,5315,210262,378104,,
2008,6,NRW,Köln,5315,200504,368672,,
2008,7,NRW,Köln,5315,183494,337123,,
2008,8,NRW,Köln,5315,206048,365371,,
2008,9,NRW,Köln,5315,205745,389971,,
2008,10,NRW,Köln,5315,210611,391881,,
2008,11,NRW,Köln,5315,203116,363392,,
2008,12,NRW,Köln,5315,200137,326266,,
2007,1,NRW,Köln,5315,179748,346805,,
2007,2,NRW,Köln,5315,194631,330397,,
2007,3,NRW,Köln,5315,211144,390988,,
2007,4,NRW,Köln,5315,189727,333137,,
2007,5,NRW,Köln,5315,214657,393668,,
2007,6,NRW,Köln,5315,207793,362488,,
2007,7,NRW,Köln,5315,197878,367918,,
2007,8,NRW,Köln,5315,207543,369620,,
2007,9,NRW,Köln,5315,224497,404611,,
2007,10,NRW,Köln,5315,226933,433632,,
2007,11,NRW,Köln,5315,224512,392697,,
2007,12,NRW,Köln,5315,208188,354250,,
2006,1,NRW,Köln,5315,172322,327384,,
2006,2,NRW,Köln,5315,188886,331024,,
2006,3,NRW,Köln,5315,190659,341906,,
2006,4,NRW,Köln,5315,175024,326171,,
2006,5,NRW,Köln,5315,218198,389969,,
2006,6,NRW,Köln,5315,206552,405363,,
2006,7,NRW,Köln,5315,182486,330456,,
2006,8,NRW,Köln,5315,208715,362502,,
2006,9,NRW,Köln,5315,223460,422927,,
2006,10,NRW,Köln,5315,222704,403648,,
2006,11,NRW,Köln,5315,223488,383899,,
2006,12,NRW,Köln,5315,210762,357179,,
2005,1,NRW,Köln,5315,175733,334940,,
2005,2,NRW,Köln,5315,177578,315470,,
2005,3,NRW,Köln,5315,169574,295354,,
2005,4,NRW,Köln,5315,200547,394890,,
2005,5,NRW,Köln,5315,197102,348051,,
2005,6,NRW,Köln,5315,193406,332077,,
2005,7,NRW,Köln,5315,185927,315474,,
2005,8,NRW,Köln,5315,183579,369250,,
2005,9,NRW,Köln,5315,219349,401859,,
2005,10,NRW,Köln,5315,213803,406830,,
2005,11,NRW,Köln,5315,210357,362168,,
2005,12,NRW,Köln,5315,202100,335216,,
2004,1,NRW,Köln,5315,145625,269057,,
2004,2,NRW,Köln,5315,160959,304555,,
2004,3,NRW,Köln,5315,167046,307777,,
2004,4,NRW,Köln,5315,146521,257743,,
2004,5,NRW,Köln,5315,178764,349539,,
2004,6,NRW,Köln,5315,170101,295940,,
2004,7,NRW,Köln,5315,179263,307903,,
2004,8,NRW,Köln,5315,162534,294829,,
2004,9,NRW,Köln,5315,206636,398691,,
2004,10,NRW,Köln,5315,199674,381250,,
2004,11,NRW,Köln,5315,210790,356490,,
2004,12,NRW,Köln,5315,200773,326310,,
2003,1,NRW,Köln,5315,136872,274685,,
2003,2,NRW,Köln,5315,125636,209470,,
2003,3,NRW,Köln,5315,161390,317549,,
2003,4,NRW,Köln,5315,128278,234982,,
2003,5,NRW,Köln,5315,165939,325754,,
2003,6,NRW,Köln,5315,144520,256529,,
2003,7,NRW,Köln,5315,154512,274081,,
2003,8,NRW,Köln,5315,149830,272424,,
2003,9,NRW,Köln,5315,176608,326527,,
2003,10,NRW,Köln,5315,184378,345623,,
2003,11,NRW,Köln,5315,184752,320074,,
2003,12,NRW,Köln,5315,163369,269652,,
2002,1,NRW,Köln,5315,151341,294294,,
2002,2,NRW,Köln,5315,147118,271941,,
2002,3,NRW,Köln,5315,147294,269392,,
2002,4,NRW,Köln,5315,144806,251416,,
2002,5,NRW,Köln,5315,143057,240865,,
2002,6,NRW,Köln,5315,144637,248618,,
2002,7,NRW,Köln,5315,151250,271210,,
2002,8,NRW,Köln,5315,152253,280659,,
2002,9,NRW,Köln,5315,163254,322963,,
2002,10,NRW,Köln,5315,166162,304759,,
2002,11,NRW,Köln,5315,167724,292665,,
2002,12,NRW,Köln,5315,147700,253429,,
2001,1,NRW,Köln,5315,129942,253716,,
2001,2,NRW,Köln,5315,138564,256965,,
2001,3,NRW,Köln,5315,142747,264854,,
2001,4,NRW,Köln,5315,125176,221125,,
2001,5,NRW,Köln,5315,154688,290437,,
2001,6,NRW,Köln,5315,144227,237596,,
2001,7,NRW,Köln,5315,157412,281941,,
2001,8,NRW,Köln,5315,161200,283511,,
2001,9,NRW,Köln,5315,163965,307432,,
2001,10,NRW,Köln,5315,173086,334121,,
2001,11,NRW,Köln,5315,170849,293024,,
2001,12,NRW,Köln,5315,135048,233196,,
2000,1,NRW,Köln,5315,126398,248328,,
2000,2,NRW,Köln,5315,139741,236551,,
2000,3,NRW,Köln,5315,153278,265550,,
2000,4,NRW,Köln,5315,127559,225588,,
2000,5,NRW,Köln,5315,163700,293878,,
2000,6,NRW,Köln,5315,147542,249027,,
2000,7,NRW,Köln,5315,137944,230032,,
2000,8,NRW,Köln,5315,152875,266664,,
2000,9,NRW,Köln,5315,167122,320291,,
2000,10,NRW,Köln,5315,150573,271810,,
2000,11,NRW,Köln,5315,148597,250622,,
2000,12,NRW,Köln,5315,123953,207270,,
1999,1,NRW,Köln,5315,127239,236751,,
1999,2,NRW,Köln,5315,142543,262737,,
1999,3,NRW,Köln,5315,143905,254791,,
1999,4,NRW,Köln,5315,127429,219116,,
1999,5,NRW,Köln,5315,142479,257962,,
1999,6,NRW,Köln,5315,136414,237849,,
1999,7,NRW,Köln,5315,129428,222706,,
1999,8,NRW,Köln,5315,145935,248069,,
1999,9,NRW,Köln,5315,161097,272921,,
1999,10,NRW,Köln,5315,156964,293029,,
1999,11,NRW,Köln,5315,152484,251551,,
1999,12,NRW,Köln,5315,120889,201520,,
1998,1,NRW,Köln,5315,115132,221651,,
1998,2,NRW,Köln,5315,119661,218902,,
1998,3,NRW,Köln,5315,137026,237596,,
1998,4,NRW,Köln,5315,114515,185512,,
1998,5,NRW,Köln,5315,143378,240742,,
1998,6,NRW,Köln,5315,137719,225967,,
1998,7,NRW,Köln,5315,128176,216709,,
1998,8,NRW,Köln,5315,147381,256426,,
1998,9,NRW,Köln,5315,157273,291278,,
1998,10,NRW,Köln,5315,153146,278930,,
1998,11,NRW,Köln,5315,146629,243597,,
1998,12,NRW,Köln,5315,114839,192055,,
1997,1,NRW,Köln,5315,114476,241282,,
1997,2,NRW,Köln,5315,110521,217563,,
1997,3,NRW,Köln,5315,109175,203186,,
1997,4,NRW,Köln,5315,124600,223396,,
1997,5,NRW,Köln,5315,126998,224176,,
1997,6,NRW,Köln,5315,138810,244260,,
1997,7,NRW,Köln,5315,123503,205917,,
1997,8,NRW,Köln,5315,136832,247541,,
1997,9,NRW,Köln,5315,143712,241783,,
1997,10,NRW,Köln,5315,144733,267343,,
1997,11,NRW,Köln,5315,140133,242678,,
1997,12,NRW,Köln,5315,108051,175146,,
1996,1,NRW,Köln,5315,103885,224196,,
1996,2,NRW,Köln,5315,110760,202598,,
1996,3,NRW,Köln,5315,115423,217954,,
1996,4,NRW,Köln,5315,109572,190382,,
1996,5,NRW,Köln,5315,128173,234324,,
1996,6,NRW,Köln,5315,131591,222474,,
1996,7,NRW,Köln,5315,111604,189373,,
1996,8,NRW,Köln,5315,135683,251628,,
1996,9,NRW,Köln,5315,140194,269187,,
1996,10,NRW,Köln,5315,140489,272198,,
1996,11,NRW,Köln,5315,128010,230700,,
1996,12,NRW,Köln,5315,94558,160574,,
1995,1,NRW,Köln,5315,97734,213176,,
1995,2,NRW,Köln,5315,104654,218019,,
1995,3,NRW,Köln,5315,119648,243233,,
1995,4,NRW,Köln,5315,98854,181121,,
1995,5,NRW,Köln,5315,129794,264544,,
1995,6,NRW,Köln,5315,111761,192683,,
1995,7,NRW,Köln,5315,100050,178598,,
1995,8,NRW,Köln,5315,118077,227517,,
1995,9,NRW,Köln,5315,135144,255695,,
1995,10,NRW,Köln,5315,134009,273068,,
1995,11,NRW,Köln,5315,123241,219462,,
1995,12,NRW,Köln,5315,90325,155744,,
2024,1,NRW,Münster,5515,46337,110990,,
2024,2,NRW,Münster,5515,50997,109246,,
2024,3,NRW,Münster,5515,63629,146133,,
2024,4,NRW,Münster,5515,64319,162438,,
2024,5,NRW,Münster,5515,70981,178790,,
2024,6,NRW,Münster,5515,68512,176638,,
2024,7,NRW,Münster,5515,,,,
2024,8,NRW,Münster,5515,,,,
2024,9,NRW,Münster,5515,,,,
2024,10,NRW,Münster,5515,,,,
2024,11,NRW,Münster,5515,,,,
2024,12,NRW,Münster,5515,,,,
2023,1,NRW,Münster,5515,40447,102697,,
2023,2,NRW,Münster,5515,45065,115548,,
2023,3,NRW,Münster,5515,59401,150308,,
2023,4,NRW,Münster,5515,61006,168157,,
2023,5,NRW,Münster,5515,69459,184630,,
2023,6,NRW,Münster,5515,68964,182414,,
2023,7,NRW,Münster,5515,60399,133771,,
2023,8,NRW,Münster,5515,71431,186438,,
2023,9,NRW,Münster,5515,74171,193668,,
2023,10,NRW,Münster,5515,68482,186980,,
2023,11,NRW,Münster,5515,64888,169541,,
2023,12,NRW,Münster,5515,63444,151197,,
2022,1,NRW,Münster,5515,23082,47051,,
2022,2,NRW,Münster,5515,25388,53664,,
2022,3,NRW,Münster,5515,39847,83299,,
2022,4,NRW,Münster,5515,50430,109333,,
2022,5,NRW,Münster,5515,63621,133815,,
2022,6,NRW,Münster,5515,61242,129496,,
2022,7,NRW,Münster,5515,61419,140079,,
2022,8,NRW,Münster,5515,67644,177563,,
2022,9,NRW,Münster,5515,62863,176637,,
2022,10,NRW,Münster,5515,60038,172196,,
2022,11,NRW,Münster,5515,59032,161572,,
2022,12,NRW,Münster,5515,58346,145670,,
2021,1,NRW,Münster,5515,4930,13052,,
2021,2,NRW,Münster,5515,5591,14744,,
2021,3,NRW,Münster,5515,8701,21183,,
2021,4,NRW,Münster,5515,7354,18023,,
2021,5,NRW,Münster,5515,15278,35350,,
2021,6,NRW,Münster,5515,31393,69568,,
2021,7,NRW,Münster,5515,42716,87661,,
2021,8,NRW,Münster,5515,58541,124126,,
2021,9,NRW,Münster,5515,55932,115155,,
2021,10,NRW,Münster,5515,59260,133537,,
2021,11,NRW,Münster,5515,45613,95788,,
2021,12,NRW,Münster,5515,33054,64032,,
2020,1,NRW,Münster,5515,46515,92184,,
2020,2,NRW,Münster,5515,46420,93407,,
2020,3,NRW,Münster,5515,19751,43661,,
2020,4,NRW,Münster,5515,2002,3874,,
2020,5,NRW,Münster,5515,10331,23681,,
2020,6,NRW,Münster,5515,25597,55018,,
2020,7,NRW,Münster,5515,35275,71249,,
2020,8,NRW,Münster,5515,42038,87316,,
2020,9,NRW,Münster,5515,46031,101506,,
2020,10,NRW,Münster,5515,37219,87190,,
2020,11,NRW,Münster,5515,10034,34453,,
2020,12,NRW,Münster,5515,6344,19134,,
2019,1,NRW,Münster,5515,42750,85028,,
2019,2,NRW,Münster,5515,47747,93020,,
2019,3,NRW,Münster,5515,57082,111055,,
2019,4,NRW,Münster,5515,52733,111280,,
2019,5,NRW,Münster,5515,61991,127955,,
2019,6,NRW,Münster,5515,59230,120164,,
2019,7,NRW,Münster,5515,58838,124280,,
2019,8,NRW,Münster,5515,60140,124561,,
2019,9,NRW,Münster,5515,63356,130973,,
2019,10,NRW,Münster,5515,61212,126536,,
2019,11,NRW,Münster,5515,63536,123303,,
2019,12,NRW,Münster,5515,57945,109152,,
2018,1,NRW,Münster,5515,44141,103788,,
2018,2,NRW,Münster,5515,44197,95381,,
2018,3,NRW,Münster,5515,49715,96699,,
2018,4,NRW,Münster,5515,52727,107484,,
2018,5,NRW,Münster,5515,55268,116374,,
2018,6,NRW,Münster,5515,62906,127203,,
2018,7,NRW,Münster,5515,56269,115831,,
2018,8,NRW,Münster,5515,55659,112682,,
2018,9,NRW,Münster,5515,62739,125843,,
2018,10,NRW,Münster,5515,61544,125959,,
2018,11,NRW,Münster,5515,60003,114878,,
2018,12,NRW,Münster,5515,53363,99586,,
2017,1,NRW,Münster,5515,38746,84692,,
2017,2,NRW,Münster,5515,41426,87059,,
2017,3,NRW,Münster,5515,54698,115424,,
2017,4,NRW,Münster,5515,48977,104290,,
2017,5,NRW,Münster,5515,59921,124432,,
2017,6,NRW,Münster,5515,59690,124017,,
2017,7,NRW,Münster,5515,60516,120795,,
2017,8,NRW,Münster,5515,58205,120112,,
2017,9,NRW,Münster,5515,65505,126067,,
2017,10,NRW,Münster,5515,58733,113908,,
2017,11,NRW,Münster,5515,57777,107341,,
2017,12,NRW,Münster,5515,53863,96217,,
2016,1,NRW,Münster,5515,39981,89469,,
2016,2,NRW,Münster,5515,45139,97357,,
2016,3,NRW,Münster,5515,47418,105204,,
2016,4,NRW,Münster,5515,57393,121610,,
2016,5,NRW,Münster,5515,53825,114099,,
2016,6,NRW,Münster,5515,57407,123184,,
2016,7,NRW,Münster,5515,50566,110966,,
2016,8,NRW,Münster,5515,52791,113931,,
2016,9,NRW,Münster,5515,57782,120308,,
2016,10,NRW,Münster,5515,56521,118741,,
2016,11,NRW,Münster,5515,56475,112614,,
2016,12,NRW,Münster,5515,51133,95799,,
2015,1,NRW,Münster,5515,37768,86376,,
2015,2,NRW,Münster,5515,44016,98565,,
2015,3,NRW,Münster,5515,52100,110818,,
2015,4,NRW,Münster,5515,48891,108193,,
2015,5,NRW,Münster,5515,56346,122558,,
2015,6,NRW,Münster,5515,58841,121363,,
2015,7,NRW,Münster,5515,50268,112545,,
2015,8,NRW,Münster,5515,58129,125859,,
2015,9,NRW,Münster,5515,60312,124771,,
2015,10,NRW,Münster,5515,58694,125748,,
2015,11,NRW,Münster,5515,59527,117907,,
2015,12,NRW,Münster,5515,52012,103178,,
2014,1,NRW,Münster,5515,38455,92608,,
2014,2,NRW,Münster,5515,43880,98470,,
2014,3,NRW,Münster,5515,54212,108379,,
2014,4,NRW,Münster,5515,46013,102428,,
2014,5,NRW,Münster,5515,58688,126248,,
2014,6,NRW,Münster,5515,58516,117551,,
2014,7,NRW,Münster,5515,49368,115691,,
2014,8,NRW,Münster,5515,54557,124064,,
2014,9,NRW,Münster,5515,62927,129298,,
2014,10,NRW,Münster,5515,57053,126323,,
2014,11,NRW,Münster,5515,57758,118557,,
2014,12,NRW,Münster,5515,54075,103991,,
2013,1,NRW,Münster,5515,38386,91718,,
2013,2,NRW,Münster,5515,42168,89282,,
2013,3,NRW,Münster,5515,51541,104097,,
2013,4,NRW,Münster,5515,51299,111002,,
2013,5,NRW,Münster,5515,59282,124090,,
2013,6,NRW,Münster,5515,61913,131356,,
2013,7,NRW,Münster,5515,54435,129060,,
2013,8,NRW,Münster,5515,50355,112567,,
2013,9,NRW,Münster,5515,60094,128235,,
2013,10,NRW,Münster,5515,57251,122457,,
2013,11,NRW,Münster,5515,57871,118081,,
2013,12,NRW,Münster,5515,53019,103840,,
2012,1,NRW,Münster,5515,37885,89584,,
2012,2,NRW,Münster,5515,42610,95993,,
2012,3,NRW,Münster,5515,53266,114613,,
2012,4,NRW,Münster,5515,46366,106935,,
2012,5,NRW,Münster,5515,56557,121001,,
2012,6,NRW,Münster,5515,56577,121468,,
2012,7,NRW,Münster,5515,48984,113232,,
2012,8,NRW,Münster,5515,58830,127891,,
2012,9,NRW,Münster,5515,60222,129051,,
2012,10,NRW,Münster,5515,57811,118341,,
2012,11,NRW,Münster,5515,60668,114634,,
2012,12,NRW,Münster,5515,52930,98482,,
2011,1,NRW,Münster,5515,36606,84925,,
2011,2,NRW,Münster,5515,39260,90078,,
2011,3,NRW,Münster,5515,47618,105381,,
2011,4,NRW,Münster,5515,44482,100586,,
2011,5,NRW,Münster,5515,56829,123185,,
2011,6,NRW,Münster,5515,54694,115880,,
2011,7,NRW,Münster,5515,55332,124574,,
2011,8,NRW,Münster,5515,51959,111009,,
2011,9,NRW,Münster,5515,58856,119550,,
2011,10,NRW,Münster,5515,55674,123328,,
2011,11,NRW,Münster,5515,55181,115524,,
2011,12,NRW,Münster,5515,49416,98916,,
2010,1,NRW,Münster,5515,31817,77193,,
2010,2,NRW,Münster,5515,34782,79065,,
2010,3,NRW,Münster,5515,43958,99084,,
2010,4,NRW,Münster,5515,45059,99672,,
2010,5,NRW,Münster,5515,50204,112654,,
2010,6,NRW,Münster,5515,51391,115192,,
2010,7,NRW,Münster,5515,46793,108987,,
2010,8,NRW,Münster,5515,48810,106705,,
2010,9,NRW,Münster,5515,58312,122562,,
2010,10,NRW,Münster,5515,52670,115872,,
2010,11,NRW,Münster,5515,54309,109001,,
2010,12,NRW,Münster,5515,45994,91926,,
2009,1,NRW,Münster,5515,32367,76376,,
2009,2,NRW,Münster,5515,33043,76574,,
2009,3,NRW,Münster,5515,43335,93024,,
2009,4,NRW,Münster,5515,37936,84982,,
2009,5,NRW,Münster,5515,50309,112335,,
2009,6,NRW,Münster,5515,46791,102931,,
2009,7,NRW,Münster,5515,40981,94113,,
2009,8,NRW,Münster,5515,48070,106300,,
2009,9,NRW,Münster,5515,51233,111933,,
2009,10,NRW,Münster,5515,48100,108965,,
2009,11,NRW,Münster,5515,46071,95403,,
2009,12,NRW,Münster,5515,44701,82998,,
2008,1,NRW,Münster,5515,31279,75098,,
2008,2,NRW,Münster,5515,37499,81305,,
2008,3,NRW,Münster,5515,34865,77911,,
2008,4,NRW,Münster,5515,47103,96551,,
2008,5,NRW,Münster,5515,48119,104507,,
2008,6,NRW,Münster,5515,47079,100479,,
2008,7,NRW,Münster,5515,36923,87963,,
2008,8,NRW,Münster,5515,45466,100993,,
2008,9,NRW,Münster,5515,48942,105836,,
2008,10,NRW,Münster,5515,49132,104100,,
2008,11,NRW,Münster,5515,46263,94200,,
2008,12,NRW,Münster,5515,41277,80768,,
2007,1,NRW,Münster,5515,31942,74471,,
2007,2,NRW,Münster,5515,34775,79732,,
2007,3,NRW,Münster,5515,42904,94432,,
2007,4,NRW,Münster,5515,36792,86134,,
2007,5,NRW,Münster,5515,46640,100659,,
2007,6,NRW,Münster,5515,46382,100981,,
2007,7,NRW,Münster,5515,41338,95829,,
2007,8,NRW,Münster,5515,51303,113294,,
2007,9,NRW,Münster,5515,50371,109186,,
2007,10,NRW,Münster,5515,47946,102405,,
2007,11,NRW,Münster,5515,44322,91675,,
2007,12,NRW,Münster,5515,39307,79501,,
2006,1,NRW,Münster,5515,29983,74163,,
2006,2,NRW,Münster,5515,30189,75299,,
2006,3,NRW,Münster,5515,42654,92866,,
2006,4,NRW,Münster,5515,37176,83766,,
2006,5,NRW,Münster,5515,48669,107252,,
2006,6,NRW,Münster,5515,43892,102681,,
2006,7,NRW,Münster,5515,38440,85115,,
2006,8,NRW,Münster,5515,43637,98694,,
2006,9,NRW,Münster,5515,50573,103792,,
2006,10,NRW,Münster,5515,44457,95805,,
2006,11,NRW,Münster,5515,46656,93940,,
2006,12,NRW,Münster,5515,40778,79251,,
2005,1,NRW,Münster,5515,30065,74856,,
2005,2,NRW,Münster,5515,31400,82017,,
2005,3,NRW,Münster,5515,33503,84260,,
2005,4,NRW,Münster,5515,41764,91935,,
2005,5,NRW,Münster,5515,43322,100130,,
2005,6,NRW,Münster,5515,46503,110216,,
2005,7,NRW,Münster,5515,37629,86211,,
2005,8,NRW,Münster,5515,39039,88310,,
2005,9,NRW,Münster,5515,46250,99781,,
2005,10,NRW,Münster,5515,43007,94020,,
2005,11,NRW,Münster,5515,46378,95089,,
2005,12,NRW,Münster,5515,39431,78305,,
2004,1,NRW,Münster,5515,28249,80714,,
2004,2,NRW,Münster,5515,28572,78198,,
2004,3,NRW,Münster,5515,36771,94236,,
2004,4,NRW,Münster,5515,32321,87133,,
2004,5,NRW,Münster,5515,42035,107707,,
2004,6,NRW,Münster,5515,40345,93550,,
2004,7,NRW,Münster,5515,38526,82507,,
2004,8,NRW,Münster,5515,31191,67902,,
2004,9,NRW,Münster,5515,44327,99616,,
2004,10,NRW,Münster,5515,39701,91951,,
2004,11,NRW,Münster,5515,42626,93055,,
2004,12,NRW,Münster,5515,36998,75459,,
2003,1,NRW,Münster,5515,26401,75955,,
2003,2,NRW,Münster,5515,27518,79250,,
2003,3,NRW,Münster,5515,34506,93712,,
2003,4,NRW,Münster,5515,32067,86742,,
2003,5,NRW,Münster,5515,42463,109083,,
2003,6,NRW,Münster,5515,37153,93884,,
2003,7,NRW,Münster,5515,36565,82118,,
2003,8,NRW,Münster,5515,28017,68040,,
2003,9,NRW,Münster,5515,39838,106482,,
2003,10,NRW,Münster,5515,38604,104510,,
2003,11,NRW,Münster,5515,40422,106965,,
2003,12,NRW,Münster,5515,28249,80714,,
2002,1,NRW,Münster,5515,27717,74300,,
2002,2,NRW,Münster,5515,28659,77531,,
2002,3,NRW,Münster,5515,33604,86065,,
2002,4,NRW,Münster,5515,37716,91967,,
2002,5,NRW,Münster,5515,39837,91896,,
2002,6,NRW,Münster,5515,40153,99097,,
2002,7,NRW,Münster,5515,31812,74652,,
2002,8,NRW,Münster,5515,31430,78008,,
2002,9,NRW,Münster,5515,42199,104041,,
2002,10,NRW,Münster,5515,36005,93653,,
2002,11,NRW,Münster,5515,40598,104544,,
2002,12,NRW,Münster,5515,32611,78572,,
2001,1,NRW,Münster,5515,27299,78991,,
2001,2,NRW,Münster,5515,27224,78234,,
2001,3,NRW,Münster,5515,34279,89430,,
2001,4,NRW,Münster,5515,30741,83364,,
2001,5,NRW,Münster,5515,41741,96082,,
2001,6,NRW,Münster,5515,36770,86564,,
2001,7,NRW,Münster,5515,29896,63525,,
2001,8,NRW,Münster,5515,37030,91449,,
2001,9,NRW,Münster,5515,44379,104829,,
2001,10,NRW,Münster,5515,39121,91567,,
2001,11,NRW,Münster,5515,42034,100320,,
2001,12,NRW,Münster,5515,34168,80556,,
2000,1,NRW,Münster,5515,25911,77922,,
2000,2,NRW,Münster,5515,27728,82871,,
2000,3,NRW,Münster,5515,32341,89623,,
2000,4,NRW,Münster,5515,30261,83416,,
2000,5,NRW,Münster,5515,37698,95791,,
2000,6,NRW,Münster,5515,36369,89529,,
2000,7,NRW,Münster,5515,27545,62636,,
2000,8,NRW,Münster,5515,34620,85193,,
2000,9,NRW,Münster,5515,40904,102508,,
2000,10,NRW,Münster,5515,35510,96031,,
2000,11,NRW,Münster,5515,38649,100572,,
2000,12,NRW,Münster,5515,32057,76090,,
1999,1,NRW,Münster,5515,25655,84189,,
1999,2,NRW,Münster,5515,26416,78553,,
1999,3,NRW,Münster,5515,31255,93067,,
1999,4,NRW,Münster,5515,30203,91124,,
1999,5,NRW,Münster,5515,36888,94704,,
1999,6,NRW,Münster,5515,34963,91792,,
1999,7,NRW,Münster,5515,25635,62347,,
1999,8,NRW,Münster,5515,34850,93028,,
1999,9,NRW,Münster,5515,38267,101182,,
1999,10,NRW,Münster,5515,34597,97338,,
1999,11,NRW,Münster,5515,37725,97807,,
1999,12,NRW,Münster,5515,30720,80431,,
1998,1,NRW,Münster,5515,23861,81021,,
1998,2,NRW,Münster,5515,25020,79230,,
1998,3,NRW,Münster,5515,33398,92811,,
1998,4,NRW,Münster,5515,29155,86252,,
1998,5,NRW,Münster,5515,36710,102082,,
1998,6,NRW,Münster,5515,35268,95768,,
1998,7,NRW,Münster,5515,25072,70712,,
1998,8,NRW,Münster,5515,32175,88542,,
1998,9,NRW,Münster,5515,37824,107236,,
1998,10,NRW,Münster,5515,36994,104706,,
1998,11,NRW,Münster,5515,39728,106253,,
1998,12,NRW,Münster,5515,25683,85499,,
1997,1,NRW,Münster,5515,23916,83911,,
1997,2,NRW,Münster,5515,26358,85196,,
1997,3,NRW,Münster,5515,30250,95897,,
1997,4,NRW,Münster,5515,30420,96578,,
1997,5,NRW,Münster,5515,35716,100654,,
1997,6,NRW,Münster,5515,35699,103234,,
1997,7,NRW,Münster,5515,26824,73738,,
1997,8,NRW,Münster,5515,32724,85820,,
1997,9,NRW,Münster,5515,39665,111414,,
1997,10,NRW,Münster,5515,38476,107640,,
1997,11,NRW,Münster,5515,34979,103099,,
